time_s,forward_cmd_m_s,yaw_cmd_rad_s,gyro_x,gyro_y,gyro_z,grav_x,grav_y,grav_z,left_contact,right_contact,left_hip_yaw_velocity_rad_s,left_hip_roll_velocity_rad_s,left_hip_pitch_velocity_rad_s,left_knee_velocity_rad_s,left_ankle_velocity_rad_s,neck_pitch_velocity_rad_s,head_pitch_velocity_rad_s,head_yaw_velocity_rad_s,head_roll_velocity_rad_s,right_hip_yaw_velocity_rad_s,right_hip_roll_velocity_rad_s,right_hip_pitch_velocity_rad_s,right_knee_velocity_rad_s,right_ankle_velocity_rad_s,left_hip_yaw_action,left_hip_roll_action,left_hip_pitch_action,left_knee_action,left_ankle_action,neck_pitch_action,head_pitch_action,head_yaw_action,head_roll_action,right_hip_yaw_action,right_hip_roll_action,right_hip_pitch_action,right_knee_action,right_ankle_action,left_hip_yaw_unclipped_target_rad,left_hip_roll_unclipped_target_rad,left_hip_pitch_unclipped_target_rad,left_knee_unclipped_target_rad,left_ankle_unclipped_target_rad,neck_pitch_unclipped_target_rad,head_pitch_unclipped_target_rad,head_yaw_unclipped_target_rad,head_roll_unclipped_target_rad,right_hip_yaw_unclipped_target_rad,right_hip_roll_unclipped_target_rad,right_hip_pitch_unclipped_target_rad,right_knee_unclipped_target_rad,right_ankle_unclipped_target_rad,left_hip_yaw_target_rad,left_hip_roll_target_rad,left_hip_pitch_target_rad,left_knee_target_rad,left_ankle_target_rad,neck_pitch_target_rad,head_pitch_target_rad,head_yaw_target_rad,head_roll_target_rad,right_hip_yaw_target_rad,right_hip_roll_target_rad,right_hip_pitch_target_rad,right_knee_target_rad,right_ankle_target_rad,left_hip_yaw_actual_rad,left_hip_roll_actual_rad,left_hip_pitch_actual_rad,left_knee_actual_rad,left_ankle_actual_rad,neck_pitch_actual_rad,head_pitch_actual_rad,head_yaw_actual_rad,head_roll_actual_rad,right_hip_yaw_actual_rad,right_hip_roll_actual_rad,right_hip_pitch_actual_rad,right_knee_actual_rad,right_ankle_actual_rad
17.346618648999993,0.0,0.0,-0.003272492347489368,-0.003272492347489368,0.00545415391248228,-0.06631375795099591,-0.0642733346294268,-0.9957265809257231,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.07565300166606903,-0.017415568232536316,0.12443244457244873,0.2056652009487152,0.1571345031261444,0.012281268835067749,-0.13718292117118835,0.07435400784015656,-0.051072217524051666,-0.016617145389318466,-0.02184767834842205,0.10389908403158188,0.13644467294216156,0.31197622418403625,0.021356711396947503,0.1178191564977169,0.039485691115260124,0.012146390974521637,-0.016566909849643707,-0.2047983929514885,-0.17619099467992783,0.01858850196003914,-0.012768054381012917,3.450363874435425e-05,0.11671112896874547,0.037668476812541485,-0.0051587410271167755,0.022143520414829254,0.021356711396947503,0.1178191564977169,0.039485691115260124,0.0,-0.016566909849643707,-0.2047983929514885,-0.17619099467992783,0.01858850196003914,-0.012768054381012917,3.450363874435425e-05,0.11671112896874547,0.037668476812541485,-0.0051587410271167755,0.022143520414829254,0.012476377074803022,0.12175171424986386,0.011443905739170479,0.004601942363656963,-0.07056311624273937,-0.2147573103039897,-0.13805827090970757,0.01000837242940511,0.009932014274630155,0.004976915445140277,0.11577941571569553,0.01244228861285003,0.0003749730814833138,-0.06463172386291498
17.357575717000003,0.0,0.0,-0.001090830782496456,-0.002181661564992912,0.006544984694978736,-0.06631375795099591,-0.0642733346294268,-0.9957265809257231,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.07951228320598602,-0.01777932047843933,0.09749124944210052,0.2310449182987213,0.11857403069734573,0.008171550929546356,-0.17479045689105988,0.10023494064807892,-0.05468001216650009,-0.03707151487469673,-0.03247123211622238,0.1115059033036232,0.1231875941157341,0.34081578254699707,0.02232153178192675,0.11772821843624115,0.03275039233267307,0.018491320312023163,-0.026207027956843376,-0.20582582242786884,-0.1855928786098957,0.02505873516201973,-0.013670003041625023,-0.005079088732600212,0.11405524052679539,0.039570181630551815,-0.00847301073372364,0.029353410005569458,0.02232153178192675,0.11772821843624115,0.03275039233267307,0.0,-0.026207027956843376,-0.20582582242786884,-0.1855928786098957,0.02505873516201973,-0.013670003041625023,-0.005079088732600212,0.11405524052679539,0.039570181630551815,-0.00847301073372364,0.029353410005569458,0.012476377074803022,0.12175171424986386,0.011443905739170479,0.004601942363656963,-0.07056311624273937,-0.2147573103039897,-0.13805827090970757,0.01000837242940511,0.009932014274630155,0.004976915445140277,0.11577941571569553,0.01244228861285003,0.0003749730814833138,-0.06463172386291498
17.376403030000006,0.0,0.0,-0.001090830782496456,-0.002181661564992912,0.006544984694978736,-0.06631375795099591,-0.0642733346294268,-0.9957265809257231,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.08198033273220062,-0.021167561411857605,0.09004190564155579,0.23737680912017822,0.11113385856151581,0.006169356405735016,-0.18951475620269775,0.10658502578735352,-0.05327281355857849,-0.041909072548151016,-0.0309770330786705,0.11495866626501083,0.11963959783315659,0.3495664596557617,0.0229385441634804,0.11688115820288658,0.030888056382536888,0.02007429301738739,-0.028067070990800858,-0.20632637105882168,-0.18927395343780518,0.02664625644683838,-0.013318203389644623,-0.006288478150963783,0.11442879028618336,0.040433372370898724,-0.009360009804368019,0.03154107928276062,0.0229385441634804,0.11688115820288658,0.030888056382536888,0.0,-0.028067070990800858,-0.20632637105882168,-0.18927395343780518,0.02664625644683838,-0.013318203389644623,-0.006288478150963783,0.11442879028618336,0.040433372370898724,-0.009360009804368019,0.03154107928276062,0.012476377074803022,0.12175171424986386,0.011443905739170479,0.004601942363656963,-0.07056311624273937,-0.2147573103039897,-0.13805827090970757,0.01000837242940511,0.009932014274630155,0.004976915445140277,0.11577941571569553,0.01244228861285003,0.0003749730814833138,-0.06463172386291498
17.396538988999993,0.0,0.0,-0.006544984694978736,-0.00545415391248228,0.003272492347489368,-0.06631375795099591,-0.0642733346294268,-0.9957265809257231,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.08334289491176605,-0.022015541791915894,0.08689243346452713,0.23961983621120453,0.11059559136629105,0.006207257509231567,-0.19492053985595703,0.1075001209974289,-0.052294276654720306,-0.04258734732866287,-0.03102460503578186,0.11592922359704971,0.11887826770544052,0.352097749710083,0.02327918470837176,0.11666916310787201,0.030100688338279724,0.020635049790143967,-0.028201637789607048,-0.20631689578294754,-0.19062539935112,0.026875030249357224,-0.013073569163680077,-0.006458046846091747,0.11441689729690552,0.04067601170390844,-0.009550342336297035,0.03217390179634094,0.02327918470837176,0.11666916310787201,0.030100688338279724,0.0,-0.028201637789607048,-0.20631689578294754,-0.19062539935112,0.026875030249357224,-0.013073569163680077,-0.006458046846091747,0.11441689729690552,0.04067601170390844,-0.009550342336297035,0.03217390179634094,0.012476377074803022,0.12175171424986386,0.011443905739170479,0.004601942363656963,-0.07056311624273937,-0.2147573103039897,-0.13805827090970757,0.01000837242940511,0.009932014274630155,0.004976915445140277,0.11577941571569553,0.01244228861285003,0.0003749730814833138,-0.06463172386291498
17.416728242999994,0.0,0.0,-0.008726646259971648,-0.00545415391248228,0.002181661564992912,-0.06631375795099591,-0.0642733346294268,-0.9957265809257231,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.07671776931843206,0.0,-0.07671776931843206,0.0,0.0836140513420105,-0.02131938934326172,0.08559675514698029,0.2409401834011078,0.1085939034819603,0.005408544093370438,-0.19794723391532898,0.10817691683769226,-0.05125848948955536,-0.04246148839592934,-0.03339942917227745,0.11638116091489792,0.1191881075501442,0.35402119159698486,0.02334697381593287,0.11684320122003555,0.029776768758893013,0.02096513658761978,-0.028702059760689735,-0.20651657413691282,-0.19138207286596298,0.027044229209423065,-0.01281462237238884,-0.006426582112908363,0.11382319126278162,0.040788996033370495,-0.009472882375121117,0.032654762268066406,0.02334697381593287,0.11684320122003555,0.029776768758893013,0.0,-0.028702059760689735,-0.20651657413691282,-0.19138207286596298,0.027044229209423065,-0.01281462237238884,-0.006426582112908363,0.11382319126278162,0.040788996033370495,-0.009472882375121117,0.032654762268066406,0.012476377074803022,0.12175171424986386,0.011443905739170479,0.004601942363656963,-0.07056311624273937,-0.2147573103039897,-0.13805827090970757,0.01000837242940511,0.009932014274630155,0.004976915445140277,0.11424543492781017,0.01244228861285003,-0.0011590077064024887,-0.06463172386291498
17.435681684000002,0.0,0.0,-0.002181661564992912,-0.004363323129985824,-0.001090830782496456,-0.06631375795099591,-0.0642733346294268,-0.9957265809257231,1.0,1.0,0.07671776931843206,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2301533079552962,0.0,-0.15343553863686413,-0.0,0.0,0.07671776931843206,-0.15343553863686413,0.07671776931843206,0.08744257688522339,-0.02296184003353119,0.08889315277338028,0.2400861233472824,0.10401777178049088,-0.0020317286252975464,-0.20023183524608612,0.11190009117126465,-0.055145878344774246,-0.04685408994555473,-0.03440738096833229,0.11889678984880447,0.11760641634464264,0.35581547021865845,0.024304105201736093,0.11643258854746819,0.03060086816549301,0.020751621574163437,-0.02984609268605709,-0.20837664231657982,-0.19195322319865227,0.027975022792816162,-0.013786469586193562,-0.0075247325003147125,0.11357120331376791,0.041417903266847134,-0.009868305176496506,0.0331033319234848,0.024304105201736093,0.11643258854746819,0.03060086816549301,0.0,-0.02984609268605709,-0.20837664231657982,-0.19195322319865227,0.027975022792816162,-0.013786469586193562,-0.0075247325003147125,0.11357120331376791,0.041417903266847134,-0.009868305176496506,0.0331033319234848,0.014010357862688824,0.12175171424986386,0.011443905739170479,0.004601942363656963,-0.07056311624273937,-0.2147573103039897,-0.14266021327336453,0.01000837242940511,0.006864052698858994,0.004976915445140277,0.11424543492781017,0.015510250188621635,-0.00422696928217365,-0.06309774307502918
17.454996138000013,0.0,0.0,-0.014180800172453928,0.002181661564992912,-0.02945243112740431,-0.06631375795099591,-0.0642733346294268,-0.9957265809257231,1.0,1.0,0.0,-0.0,0.2301533079552962,-0.07671776931843206,0.07671776931843206,-0.0,-0.30687107727372825,0.0,-0.07671776931843206,-0.0,0.0,0.15343553863686413,-0.07671776931843206,0.15343553863686413,0.08753319084644318,-0.019248493015766144,0.0979512482881546,0.24452084302902222,0.10055266320705414,-0.008868779987096786,-0.2079007625579834,0.11029237508773804,-0.06388963758945465,-0.04522315412759781,-0.02803368866443634,0.1225900873541832,0.12183213233947754,0.3660697042942047,0.02432675869204104,0.11736092530190945,0.03286539204418659,0.02186030149459839,-0.030712369829416275,-0.21008590515702963,-0.1938704550266266,0.02757309377193451,-0.015972409397363663,-0.007116998545825481,0.1151646263897419,0.042341227643191814,-0.00881187617778778,0.03566689044237137,0.02432675869204104,0.11736092530190945,0.03286539204418659,0.0,-0.030712369829416275,-0.21008590515702963,-0.1938704550266266,0.02757309377193451,-0.015972409397363663,-0.007116998545825481,0.1151646263897419,0.042341227643191814,-0.00881187617778778,0.03566689044237137,0.014010357862688824,0.12175171424986386,0.016045848102827442,0.003067961575771161,-0.06902913545485401,-0.2147573103039897,-0.1487961364249073,0.01000837242940511,0.003796091123087833,0.004976915445140277,0.11424543492781017,0.018578211764392796,-0.005760950070059452,-0.058495800711372656
17.475172651999998,0.0,0.0,-0.0545415391248228,-0.008726646259971648,-0.05126904677733343,-0.0673380698616039,-0.062236700932694504,-0.9957872149231121,1.0,1.0,0.0,-0.0,0.15343553863686413,-0.15343553863686413,0.15343553863686413,-0.0,-0.30687107727372825,0.07671776931843206,-0.07671776931843206,-0.0,0.0,0.15343553863686413,0.0,0.30687107727372825,0.08561694622039795,-0.023275069892406464,0.10410250723361969,0.24734461307525635,0.09199314564466476,-0.020542673766613007,-0.21407637000083923,0.10191375017166138,-0.05989579111337662,-0.04486696049571037,-0.025967467576265335,0.1298658549785614,0.1258021891117096,0.3792266249656677,0.023847697535529733,0.11635428108274937,0.034403206780552864,0.02256624400615692,-0.03285224922001362,-0.21300437860190868,-0.19541435688734055,0.025478437542915344,-0.014973947778344154,-0.0070279501378536224,0.11568118166178465,0.044160169549286366,-0.007819361984729767,0.03895612061023712,0.023847697535529733,0.11635428108274937,0.034403206780552864,0.0,-0.03285224922001362,-0.21300437860190868,-0.19541435688734055,0.025478437542915344,-0.014973947778344154,-0.0070279501378536224,0.11568118166178465,0.044160169549286366,-0.007819361984729767,0.03895612061023712,0.014010357862688824,0.12175171424986386,0.019113809678598603,-0.0,-0.0659611738790824,-0.2147573103039897,-0.15493205957644962,0.011542353217290469,0.0022621103352020305,0.004976915445140277,0.11424543492781017,0.021646173340163957,-0.005760950070059452,-0.05235987755982989
17.49506400300001,0.0,0.0,-0.10144726277217041,-0.028361600344907856,-0.001090830782496456,-0.0673380698616039,-0.062236700932694504,-0.9957872149231121,1.0,1.0,0.0,-0.0,0.07671776931843206,-0.07671776931843206,0.3835888465921603,0.07671776931843206,-0.2301533079552962,0.0,-0.15343553863686413,-0.0,0.0,0.07671776931843206,-0.07671776931843206,0.3835888465921603,0.08455805480480194,-0.03184568136930466,0.0849350243806839,0.24258679151535034,0.11373337358236313,-0.01386680081486702,-0.20696409046649933,0.09186156094074249,-0.06052691861987114,-0.04654340445995331,-0.02983439341187477,0.14054563641548157,0.12080660462379456,0.3618861436843872,0.02358297468163073,0.11421162821352482,0.029611336067318916,0.02137678861618042,-0.027417192235589027,-0.2113354103639722,-0.19363628700375557,0.022965390235185623,-0.015131729654967785,-0.007447061128914356,0.11471445020288229,0.04683011490851641,-0.009068258106708527,0.03462100028991699,0.02358297468163073,0.11421162821352482,0.029611336067318916,0.0,-0.027417192235589027,-0.2113354103639722,-0.19363628700375557,0.022965390235185623,-0.015131729654967785,-0.007447061128914356,0.11471445020288229,0.04683011490851641,-0.009068258106708527,0.03462100028991699,0.014010357862688824,0.12175171424986386,0.020647790466483962,-0.0015339807878858025,-0.05829126993965428,-0.21322332951610434,-0.15953400194010658,0.014610314793062074,0.000728129547316228,0.004976915445140277,0.11424543492781017,0.021646173340163957,-0.007294930857945255,-0.044689973620401766
17.515093852999996,0.0,0.0,-0.07744898555724837,-0.031634092692397225,0.004363323129985824,-0.06836631476043234,-0.05918277994186679,-0.9959033314355515,1.0,1.0,0.0,-0.0,-0.0,-0.07671776931843206,0.2301533079552962,-0.0,-0.2301533079552962,0.15343553863686413,0.0,-0.07671776931843206,0.0,0.0,-0.07671776931843206,0.30687107727372825,0.08945780992507935,-0.033663779497146606,0.08951560407876968,0.23818443715572357,0.12109796702861786,-0.00927726924419403,-0.1986805498600006,0.07422593235969543,-0.07054200768470764,-0.05246200039982796,-0.03976114094257355,0.12549853324890137,0.10290315747261047,0.34231334924697876,0.024807913461700082,0.11375710368156433,0.030756480991840363,0.020276200026273727,-0.025576043874025345,-0.21018802747130394,-0.1915654018521309,0.01855648308992386,-0.01763550192117691,-0.008926710113883018,0.1122327633202076,0.04306833911687136,-0.013544119894504547,0.02972780168056488,0.024807913461700082,0.11375710368156433,0.030756480991840363,0.0,-0.025576043874025345,-0.21018802747130394,-0.1915654018521309,0.01855648308992386,-0.01763550192117691,-0.008926710113883018,0.1122327633202076,0.04306833911687136,-0.013544119894504547,0.02972780168056488,0.014010357862688824,0.12175171424986386,0.020647790466483962,-0.003067961575771161,-0.053689327575997314,-0.21322332951610434,-0.16413594430376355,0.016144295580947432,0.000728129547316228,0.0034429346572544747,0.11424543492781017,0.021646173340163957,-0.008828911645830613,-0.038554050468859
