sample,position_read_start_s,position_read_end_s,velocity_read_end_s,write_start_s,write_end_s,telemetry_start_s,telemetry_end_s,joint,servo_id,valid,status,voltage_V,temperature_raw,load_word_raw,current_word_raw,moving_raw,feedback_position_word_raw,feedback_speed_word_raw,left_hip_yaw_target_rad,left_hip_roll_target_rad,left_hip_pitch_target_rad,left_knee_target_rad,left_ankle_target_rad,neck_pitch_target_rad,head_pitch_target_rad,head_yaw_target_rad,head_roll_target_rad,right_hip_yaw_target_rad,right_hip_roll_target_rad,right_hip_pitch_target_rad,right_knee_target_rad,right_ankle_target_rad,left_hip_yaw_actual_rad,left_hip_roll_actual_rad,left_hip_pitch_actual_rad,left_knee_actual_rad,left_ankle_actual_rad,neck_pitch_actual_rad,head_pitch_actual_rad,head_yaw_actual_rad,head_roll_actual_rad,right_hip_yaw_actual_rad,right_hip_roll_actual_rad,right_hip_pitch_actual_rad,right_knee_actual_rad,right_ankle_actual_rad,left_hip_yaw_velocity_rad_s,left_hip_roll_velocity_rad_s,left_hip_pitch_velocity_rad_s,left_knee_velocity_rad_s,left_ankle_velocity_rad_s,neck_pitch_velocity_rad_s,head_pitch_velocity_rad_s,head_yaw_velocity_rad_s,head_roll_velocity_rad_s,right_hip_yaw_velocity_rad_s,right_hip_roll_velocity_rad_s,right_hip_pitch_velocity_rad_s,right_knee_velocity_rad_s,right_ankle_velocity_rad_s
10,26.783580114,26.78555278,26.787507983999998,26.788491243,26.78865128,26.788656317,26.78964178,left_ankle,24,1,0,6.7,27,108,0,1,2056,33068,-0.0015025862958282232,0.11058969516307116,0.036131830886006355,-0.0074359215795993805,0.004808399826288223,-0.21313399821519852,-0.10778692737221718,-0.015681451186537743,-0.004886179231107235,-0.017260284163057804,0.11215683165937662,0.028582236729562283,0.0,0.008481502532958984,-0.005931392379824388,0.1140818103104353,0.02831769440591253,-0.023009711818284817,-0.01380582709097089,-0.20862138715244738,-0.12885438618239364,-0.0053314354494515825,0.000728129547316228,-0.007294930857945255,0.11117747335203901,0.018578211764392796,-0.025702700312572664,-0.018612300226345788,0.0,-0.0,0.15343553863686413,0.15343553863686413,0.4603066159105924,-0.0,0.15343553863686413,0.0,0.0,-0.0,0.0,0.07671776931843206,0.07671776931843206,0.4603066159105924
11,26.803669113999998,26.805639206,26.807542150999996,26.808563114,26.808722299,26.808727557999998,26.809768039,right_ankle,14,1,0,6.8,30,1121,0,1,2077,250,-0.001853289781138301,0.1127742687240243,0.03886995650827885,-0.007389482110738754,0.0011376217007637024,-0.20857353042811155,-0.10328792780637741,-0.01608920283615589,-0.004419154487550259,-0.014614003710448742,0.11185549292713404,0.026492335833609104,0.0,0.005190588533878326,-0.005931392379824388,0.1140818103104353,0.032919636769569494,-0.01687378866674205,-0.007669903939428124,-0.21015536794033274,-0.12578642460662248,-0.0053314354494515825,0.000728129547316228,-0.005760950070059452,0.11117747335203901,0.018578211764392796,-0.0211007579489157,-0.00940841549903186,0.0,-0.0,0.07671776931843206,0.2301533079552962,0.30687107727372825,-0.07671776931843206,0.15343553863686413,0.0,0.0,0.07671776931843206,0.0,0.0,0.15343553863686413,0.3835888465921603
12,26.823731575999997,26.825740631999995,26.827720928,26.828769927999996,26.828925557999998,26.828930427999996,26.829905872999998,left_hip_pitch,22,1,0,6.8,28,27,0,1,1765,32868,-0.004040790488943458,0.11261254455894232,0.038563212379813194,-0.008910506963729858,0.0011443868279457092,-0.20421253703534603,-0.09984298795461655,-0.014395587146282196,-0.004329975228756666,-0.014153673313558102,0.11353591922670603,0.02603496890515089,0.0,0.005789719521999359,-0.005931392379824388,0.1140818103104353,0.03445361755745485,-0.012271846303085088,-0.004601942363656963,-0.21015536794033274,-0.12425244381873712,-0.0053314354494515825,0.000728129547316228,-0.005760950070059452,0.11117747335203901,0.0201121925522786,-0.016498815585258737,-0.003272492347489539,0.0,-0.0,0.15343553863686413,0.2301533079552962,0.2301533079552962,-0.0,0.15343553863686413,0.0,0.0,-0.0,0.0,0.07671776931843206,0.2301533079552962,0.3835888465921603
13,26.843825409999997,26.845798188,26.847714817,26.848748298999997,26.848909187999997,26.848914464999996,26.849895280000002,right_hip_pitch,12,1,0,6.7,27,21,0,1,2119,50,-0.005426902091130614,0.11294830683618784,0.03861978463828564,-0.010372085496783257,-0.0019619055092334747,-0.20286962017416954,-0.09786710143089294,-0.014698043465614319,-0.0037682533729821444,-0.01397137250751257,0.11442388314753771,0.02674515452235937,0.0,0.0034175366163253784,-0.005931392379824388,0.1140818103104353,0.035987598345340654,-0.006135923151542766,-0.003067961575771161,-0.21168934872821854,-0.12271846303085132,-0.0053314354494515825,0.000728129547316228,-0.007294930857945255,0.11117747335203901,0.021646173340163957,-0.013430854009487576,-0.000204530771717934,0.0,-0.0,0.15343553863686413,0.30687107727372825,0.07671776931843206,-0.07671776931843206,0.07671776931843206,0.0,0.0,-0.07671776931843206,0.0,0.07671776931843206,0.15343553863686413,0.2301533079552962
14,26.863965261999997,26.865940595,26.867846224999997,26.868830391,26.868990057999998,26.868995095,26.869976927999996,left_knee,23,1,0,6.9,27,1055,1,1,2052,32868,-0.005118736764416099,0.11229542177170515,0.038663746789097786,-0.008166519924998283,0.0012724585831165314,-0.20125987380743027,-0.09570581465959549,-0.01282932236790657,-0.003685503965243697,-0.014957883395254612,0.11494678724557161,0.026750328950583935,0.0,0.006830044090747833,-0.005931392379824388,0.1140818103104353,0.035987598345340654,-0.006135923151542766,-0.003067961575771161,-0.21168934872821854,-0.11811652066719436,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.02318015412804976,-0.010362892433716415,-0.000204530771717934,0.0,-0.0,-0.0,0.15343553863686413,-0.0,-0.0,0.15343553863686413,0.0,0.0,-0.07671776931843206,0.0,0.07671776931843206,0.15343553863686413,0.07671776931843206
15,26.884051576,26.886014854,26.887931743,26.888926983999998,26.889086021,26.889090946999996,26.890067632,right_knee,13,1,0,6.8,28,1077,0,0,2064,0,-0.0043697592336684465,0.1140143433585763,0.036318426951766014,-0.009716320782899857,0.001226138323545456,-0.1975212451070547,-0.09212992340326309,-0.014656128361821175,-0.004076550714671612,-0.014131476171314716,0.11526129487901926,0.02647234033793211,-0.0010407306253910065,0.0060827359557151794,-0.005931392379824388,0.1140818103104353,0.035987598345340654,-0.006135923151542766,-0.003067961575771161,-0.21168934872821854,-0.1150485590914232,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.02318015412804976,-0.010362892433716415,-0.000204530771717934,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.15343553863686413,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
16,26.904142724999996,26.906125725,26.908027983999997,26.909053353999997,26.909214891,26.909220039,26.910194688,left_ankle,24,1,0,6.8,27,35,0,0,2050,0,-0.0045801394153386354,0.11404173541814089,0.036198245361447334,-0.009838990867137909,0.0039399899542331696,-0.19493860192596912,-0.08944890648126602,-0.013308482244610786,-0.005034811794757843,-0.014088341034948826,0.11538711003959179,0.026215693913400173,-0.004480812698602676,0.007716074585914612,-0.005931392379824388,0.1140818103104353,0.035987598345340654,-0.010737865515199285,-0.003067961575771161,-0.21168934872821854,-0.11198059751565159,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.024714134915935118,-0.010362892433716415,-0.000204530771717934,0.0,-0.0,-0.0,-0.07671776931843206,-0.0,-0.0,0.15343553863686413,0.0,0.0,-0.0,0.0,0.07671776931843206,0.0,0.0
17,26.924192594999997,26.926166391,26.92806541,26.929094169,26.929254632,26.929259724999998,26.930232706,right_ankle,14,1,0,6.8,28,1074,1,0,2082,0,-0.0042843210976570845,0.1138831777498126,0.03341504745185375,-0.009913330897688866,0.005291547626256943,-0.19427922926843166,-0.08766883611679077,-0.01365833543241024,-0.004713982343673706,-0.01460996363312006,0.1155834449455142,0.027464059181511402,-0.0067884065210819244,0.007566951215267181,-0.005931392379824388,0.1140818103104353,0.03138565598168369,-0.010737865515199285,-0.003067961575771161,-0.21168934872821854,-0.10737865515199507,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.024714134915935118,-0.010362892433716415,-0.000204530771717934,0.0,-0.0,-0.15343553863686413,-0.15343553863686413,-0.0,-0.0,0.2301533079552962,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
18,26.944245149999997,26.946217187999995,26.948154817,26.949135558,26.949296725,26.949301484,26.950274873,left_hip_pitch,22,1,0,6.8,28,42,0,1,1768,50,-0.004258915549144149,0.11492104735225439,0.03181297890841961,-0.011205121874809265,0.0050054192543029785,-0.19239266961812973,-0.08457514643669128,-0.015602773055434227,-0.005136099178344011,-0.01401097048074007,0.11544904205948114,0.026796446181833744,-0.0098755843937397,0.006698206067085266,-0.005931392379824388,0.1140818103104353,0.02985167519379789,-0.010737865515199285,-0.003067961575771161,-0.21168934872821854,-0.10431069357622347,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.02318015412804976,-0.010362892433716415,-0.000204530771717934,0.0,-0.0,-0.07671776931843206,-0.0,-0.0,-0.0,0.15343553863686413,0.0,0.0,-0.0,0.0,-0.07671776931843206,0.0,0.0
19,26.964323501999996,26.966302965,26.968211799,26.96920141,26.96936078,26.969365520999997,26.970347279999995,right_hip_pitch,12,1,0,6.7,28,1070,1,1,2118,32818,-0.004166876198723912,0.1144958520308137,0.03283417783677578,-0.009671427309513092,0.005349002778530121,-0.19113482348620892,-0.08310217410326004,-0.014332208782434464,-0.005549183581024408,-0.013783319853246212,0.11543857119977474,0.024852641858160496,-0.010716307908296585,0.008207574486732483,-0.005931392379824388,0.1140818103104353,0.02985167519379789,-0.010737865515199285,-0.003067961575771161,-0.21015536794033274,-0.1012427320004523,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.021646173340163957,-0.010362892433716415,-0.000204530771717934,0.0,-0.0,-0.07671776931843206,-0.0,-0.0,0.07671776931843206,0.15343553863686413,0.0,0.0,-0.0,0.0,-0.07671776931843206,0.0,0.0
20,26.984387447,26.986355354,26.988277465,26.98925941,26.989416965,26.98942215,26.990396002,left_knee,23,1,0,6.8,27,0,0,0,2055,0,-0.004112610360607505,0.11493254918605089,0.032433947548270226,-0.00997118279337883,0.003914486616849899,-0.18927407823503017,-0.08164730668067932,-0.01501665823161602,-0.005438207648694515,-0.013336573727428913,0.11545956507325172,0.02340072486549616,-0.011589225381612778,0.00725892186164856,-0.005931392379824388,0.1140818103104353,0.02985167519379789,-0.010737865515199285,-0.003067961575771161,-0.20862138715244738,-0.09817477042468115,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.0201121925522786,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,-0.0,-0.0,-0.0,0.07671776931843206,0.15343553863686413,0.0,0.0,-0.0,0.0,-0.07671776931843206,-0.07671776931843206,0.0
21,27.00448191,27.006443336,27.008345169,27.009363427999997,27.009523669,27.009528446999997,27.010493686999997,right_knee,13,1,0,6.7,28,0,0,0,2063,0,-0.004193996312096715,0.11460786778479815,0.03247827850282192,-0.00910060852766037,0.003866627812385559,-0.1876125317066908,-0.08016054332256317,-0.014068922027945518,-0.0053039249032735825,-0.013066702522337437,0.1156016131862998,0.021888884715735912,-0.011824250221252441,0.007699914276599884,-0.005931392379824388,0.1140818103104353,0.02985167519379789,-0.010737865515199285,-0.003067961575771161,-0.20708740636456158,-0.09510680884890954,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.018578211764392796,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,-0.0,-0.0,-0.0,0.07671776931843206,0.15343553863686413,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
22,27.024557520999995,27.026569817,27.028543631999998,27.029573316999997,27.029776762,27.029781539000002,27.030776205999995,left_ankle,24,1,0,6.8,27,42,1,0,2050,0,-0.003966246033087373,0.11455915216356516,0.03203430958092213,-0.009029990062117577,0.0029967986047267914,-0.18699419312179089,-0.0795326754450798,-0.014616290107369423,-0.004659141879528761,-0.013461058028042316,0.11603272799402475,0.02295075450092554,-0.010921508073806763,0.00675596296787262,-0.005931392379824388,0.1140818103104353,0.02985167519379789,-0.010737865515199285,-0.003067961575771161,-0.20555342557667577,-0.09203884727313838,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.018578211764392796,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,-0.0,-0.0,-0.0,0.07671776931843206,0.15343553863686413,0.0,0.0,-0.0,0.0,-0.07671776931843206,0.0,0.0
23,27.044604021,27.046572205999997,27.048553816999995,27.049583484,27.049784761999998,27.049790243,27.050778298999997,right_ankle,14,1,0,6.8,28,1062,1,0,2082,0,-0.004001930123195052,0.1148254880681634,0.032889196649193764,-0.008513521403074265,0.002251807600259781,-0.18621729873120785,-0.07849697768688202,-0.014926061034202576,-0.004678039811551571,-0.013399462215602398,0.11591816134750843,0.022144421003758907,-0.010681195184588432,0.0069884806871414185,-0.005931392379824388,0.1140818103104353,0.03138565598168369,-0.010737865515199285,-0.003067961575771161,-0.20555342557667577,-0.09050486648525302,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.018578211764392796,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,0.07671776931843206,-0.0,-0.0,-0.0,0.07671776931843206,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
24,27.064663538999998,27.066635705999996,27.068559243,27.069549169000002,27.069740872999997,27.069745873,27.070891465,left_hip_pitch,22,1,0,6.8,28,0,0,0,1766,32818,-0.004085131688043475,0.11355280037969351,0.03401581384241581,-0.006708137691020966,0.0029018446803092957,-0.18740941025316715,-0.07865138351917267,-0.01323281042277813,-0.0038106662686914206,-0.014274445362389088,0.11658916482701898,0.023441835306584835,-0.008541375398635864,0.009503476321697235,-0.005931392379824388,0.1140818103104353,0.032919636769569494,-0.010737865515199285,-0.003067961575771161,-0.20401944478879042,-0.08743690490948142,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.018578211764392796,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,0.07671776931843206,-0.0,-0.0,-0.0,0.15343553863686413,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
25,27.084746299,27.086777723999997,27.088754112999997,27.089800317,27.089954224,27.089959353999998,27.090932112999997,right_hip_pitch,12,1,0,6.7,28,0,0,1,2119,50,-0.0036924381274729967,0.11450416315346956,0.033348264172673225,-0.007285155355930328,0.0017087049782276154,-0.18597384355962276,-0.07732661813497543,-0.013812452554702759,-0.0038056024350225925,-0.014382573775947094,0.11622181441634893,0.02365934569388628,-0.008897490799427032,0.007381543517112732,-0.005931392379824388,0.1140818103104353,0.032919636769569494,-0.010737865515199285,-0.003067961575771161,-0.2024854640009046,-0.08590292412159606,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.0201121925522786,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,-0.0,-0.0,-0.0,0.15343553863686413,0.07671776931843206,0.0,0.0,-0.0,0.0,0.07671776931843206,0.0,0.0
26,27.104823612999997,27.106780761999996,27.108757928,27.109846094999998,27.109997390999997,27.110002724,27.110970317,left_knee,23,1,0,6.8,27,31,0,0,2055,0,-0.003605813952162862,0.11513084825128317,0.03290153853595257,-0.008681686595082283,2.4490058422088623e-05,-0.1848053615540266,-0.07648847252130508,-0.014952968806028366,-0.003398402128368616,-0.013796580024063587,0.11640946287661791,0.02409739140421152,-0.00921597145497799,0.005188636481761932,-0.005931392379824388,0.1140818103104353,0.032919636769569494,-0.010737865515199285,-0.003067961575771161,-0.2024854640009046,-0.08436894333371026,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.021646173340163957,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07671776931843206,0.0,0.0,-0.0,0.0,0.07671776931843206,0.0,0.0
27,27.124902132,27.126864299,27.12877841,27.129861631999997,27.130013390999995,27.130017612999996,27.13100191,right_knee,13,1,0,6.8,28,0,0,0,2063,0,-0.0039378509391099215,0.11389643792062998,0.03364894352853298,-0.007923860102891922,0.0018145069479942322,-0.18685590289533138,-0.07721070945262909,-0.013359662145376205,-0.00302869756706059,-0.014384732581675053,0.1169258151203394,0.025543619878590107,-0.007537230849266052,0.0076331645250320435,-0.005931392379824388,0.1140818103104353,0.032919636769569494,-0.010737865515199285,-0.003067961575771161,-0.2024854640009046,-0.08436894333371026,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.021646173340163957,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
28,27.144980723999996,27.146950465,27.148869965,27.14993978,27.150094632000002,27.150099799,27.151083095,left_ankle,24,1,0,6.8,27,38,0,0,2050,0,-0.004078923026099801,0.1140862563624978,0.033779529854655266,-0.007861346006393433,0.002190828323364258,-0.18677940405905247,-0.07705351710319519,-0.01316540315747261,-0.003212748793885112,-0.014307715930044651,0.11666501220315695,0.024654761888086796,-0.008260883390903473,0.008948296308517456,-0.005931392379824388,0.1140818103104353,0.032919636769569494,-0.010737865515199285,-0.003067961575771161,-0.2024854640009046,-0.08436894333371026,-0.0053314354494515825,0.000728129547316228,-0.008828911645830613,0.11117747335203901,0.021646173340163957,-0.011896873221601774,-0.000204530771717934,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
