time_s,forward_cmd_m_s,yaw_cmd_rad_s,gyro_x,gyro_y,gyro_z,grav_x,grav_y,grav_z,left_contact,right_contact,left_hip_yaw_target_rad,left_hip_roll_target_rad,left_hip_pitch_target_rad,left_knee_target_rad,left_ankle_target_rad,neck_pitch_target_rad,head_pitch_target_rad,head_yaw_target_rad,head_roll_target_rad,right_hip_yaw_target_rad,right_hip_roll_target_rad,right_hip_pitch_target_rad,right_knee_target_rad,right_ankle_target_rad,left_hip_yaw_actual_rad,left_hip_roll_actual_rad,left_hip_pitch_actual_rad,left_knee_actual_rad,left_ankle_actual_rad,neck_pitch_actual_rad,head_pitch_actual_rad,head_yaw_actual_rad,head_roll_actual_rad,right_hip_yaw_actual_rad,right_hip_roll_actual_rad,right_hip_pitch_actual_rad,right_knee_actual_rad,right_ankle_actual_rad
21.316573181000194,0.0,0.0,0.002181661564992912,-0.001090830782496456,-0.007635815477475192,-0.06837371900563753,-0.08572227457423212,-0.9939701837535964,1.0,1.0,0.02798988693393767,0.08214448019862175,-0.019478315487504005,0.0,-0.009679384529590607,-0.1804855316877365,-0.2037000060081482,0.024842552840709686,-0.004363002721220255,0.001242147060111165,0.10696863941848278,0.021486631594598293,0.0,0.001114174723625183,-0.005931392379824388,0.1171497718862069,0.016045848102827442,0.0015339807878858025,-0.08436894333371026,-0.21168934872821854,-0.13959225169759337,0.01000837242940511,0.008398033486744796,-0.00422696928217365,0.08970174232164,0.007840346249193067,-0.00422696928217365,-0.06463172386291498
21.33506866100015,0.0,0.0,0.00545415391248228,0.0,-0.009817477042468103,-0.06837371900563753,-0.08572227457423212,-0.9939701837535964,1.0,1.0,0.02364640892483294,0.09728948585689068,-0.014135723933577538,0.0,-0.031858934089541435,-0.1586589254438877,-0.2263370305299759,0.022656168788671494,-0.03514031693339348,0.0047555811470374465,0.11501714820042253,0.0351673336699605,0.0,-0.008123420178890228,-0.005931392379824388,0.10947986794677877,0.01451186731494164,0.0015339807878858025,-0.0813009817579391,-0.20708740636456158,-0.13805827090970757,0.01000837242940511,0.008398033486744796,-0.00422696928217365,0.08816776153375419,0.007840346249193067,-0.00422696928217365,-0.06463172386291498
21.35512385800007,0.0,0.0,0.008726646259971648,0.002181661564992912,-0.001090830782496456,-0.06837371900563753,-0.08572227457423212,-0.9939701837535964,1.0,1.0,0.015680928016081452,0.1005555260926485,-0.007373204454779625,0.0,-0.02548493631184101,-0.13882536441087723,-0.22236450761556625,0.017259493470191956,-0.04335393011569977,0.0025073892902582884,0.11602245504036546,0.027719744481146336,0.0,-0.009902030229568481,-0.005931392379824388,0.09414006006792208,0.012977886527055837,-0.0,-0.07209709703062517,-0.1948155600614765,-0.12732040539450828,0.01000837242940511,0.008398033486744796,-0.00422696928217365,0.07742989601855446,0.007840346249193067,-0.005760950070059452,-0.060029781499258014
21.37511685200002,0.0,0.0,0.09490227807719166,0.032724923474893676,0.011999138607461015,-0.06733989243530855,-0.08876622184654308,-0.9937735641210685,1.0,1.0,0.025101382518187165,0.11637813504785299,-0.0123819001019001,0.0,-0.03054128587245941,-0.1238892450928688,-0.2169007882475853,0.0192270465195179,-0.04810407757759094,0.0013546932023018599,0.12016685889102519,0.01630688738077879,0.0,-0.031051864847540855,-0.002863430804053227,0.081868213764837,0.012977886527055837,-0.0,-0.06135923151542544,-0.19174759848570533,-0.11044661672776623,0.01000837242940511,0.008398033486744796,-0.00422696928217365,0.06209008813969821,0.006306365461307709,-0.005760950070059452,-0.05542783913560105
21.394742222000104,0.0,0.0,0.26070855701665296,0.1439896632895322,-0.05345070834232634,-0.06325210253744534,-0.09283776340173429,-0.993670126959222,1.0,1.0,0.03992256731726229,0.12281688652001321,-0.0291213970631361,0.0,-0.012896671891212463,-0.10864883661270142,-0.21326261013746262,0.010234075598418713,-0.055175211280584335,-0.01032141875475645,0.12094006291590631,0.0023766523227095604,0.0,-0.05601525492966175,0.000204530771717934,0.07419830982540887,0.008375944163398874,-0.0,-0.05522330836388312,-0.18867963690993372,-0.09817477042468115,0.01000837242940511,0.008398033486744796,-0.005760950070059452,0.052886203412384286,0.006306365461307709,-0.005760950070059452,-0.05235987755982989
21.414785215000165,0.0,0.0,-0.050178215994836975,0.26070855701665296,-0.0719948316447661,-0.06122525479763391,-0.09183788219645087,-0.9938899695482571,1.0,1.0,0.009537681704387069,0.10845762211829424,-0.011083867400884628,0.0,-0.016427285969257355,-0.12557630240917206,-0.18664826825261116,-0.0066657233983278275,-0.06449539214372635,-0.016577263362705708,0.1228018215042539,-0.007278186269104481,0.0,-0.04775227792561054,0.003272492347489539,0.07113034824963771,0.0022400210118565522,-0.0,-0.053689327575997314,-0.18561167533416256,-0.09050486648525302,0.01000837242940511,0.0053300719109731914,-0.005760950070059452,0.04828426104872732,0.006306365461307709,-0.005760950070059452,-0.05082589677194409
21.434773006000114,0.0,0.0,0.028361600344907856,0.18435040224190105,-0.037088246604879506,-0.0561346662037437,-0.09287735680983049,-0.9940939069535702,1.0,1.0,0.019451169529929757,0.10881334450095892,-0.020856473594903946,0.0,-0.009527970105409622,-0.12631843239068985,-0.18172376975417137,-0.010303650982677937,-0.07743106037378311,-0.01986525859683752,0.10715322475880384,0.010291478130966425,0.0,-0.03734572418034077,0.00940841549903186,0.07113034824963771,-0.0008279405639146087,-0.0,-0.053689327575997314,-0.1794757521826198,-0.08590292412159606,0.01000837242940511,-0.0038738128163407354,-0.005760950070059452,0.04828426104872732,0.006306365461307709,-0.005760950070059452,-0.05082589677194409
21.455019255000025,0.0,0.0,0.22689280275926285,-0.02399827721492203,-0.06981317007977318,-0.05611844650509607,-0.0959115267541642,-0.9938066708357013,1.0,1.0,0.038913714000955224,0.11560609005391598,-0.042810866609215736,0.0,0.0015842393040657043,-0.11435957252979279,-0.20503153651952744,-0.003211372531950474,-0.08137625455856323,-0.005041822791099548,0.10238266550004482,0.028082280419766903,0.0,-0.03056199848651886,0.00940841549903186,0.07113034824963771,-0.0038959021396862137,-0.0,-0.053689327575997314,-0.17640779060684864,-0.08436894333371026,0.01000837242940511,-0.01461167833154002,-0.007294930857945255,0.052886203412384286,0.006306365461307709,-0.005760950070059452,-0.05082589677194409
21.47490004700012,0.0,0.0,0.28034351110158917,-0.0719948316447661,-0.26070855701665296,-0.057152796071341744,-0.10307915005724134,-0.9930298317395627,1.0,1.0,0.03940418944694102,0.11331792175769806,-0.043856581673026085,0.0,0.0062320418655872345,-0.09927058219909668,-0.21619799733161926,-0.009451087564229965,-0.08598796278238297,0.001860698452219367,0.09953973814845085,0.029515043832361698,0.0,-0.024368148297071457,0.00940841549903186,0.07266432903752307,-0.005429882927571572,-0.0,-0.053689327575997314,-0.17180584824319167,-0.08283496254582445,0.01000837242940511,-0.025349543846739306,-0.007294930857945255,0.06055610735181241,0.006306365461307709,-0.005760950070059452,-0.05082589677194409
21.49506937199999,0.0,0.0,-0.02181661564992912,0.011999138607461015,-0.4166973589136462,-0.05614133350800443,-0.10207515183273533,-0.9931912273325147,1.0,1.0,0.01370894187130034,0.10058652982115746,-0.021527612581849098,0.0,-0.015025921165943146,-0.10572990030050278,-0.19081398472189903,-0.021460413932800293,-0.08067824691534042,-0.004219867289066315,0.11009021755307913,0.020644941367208958,0.0,-0.03104073368012905,0.014010357862688824,0.07726627140118003,-0.010031825291228536,-0.0,-0.053689327575997314,-0.16566992509164935,-0.0813009817579391,0.01000837242940511,-0.036087409361939035,-0.007294930857945255,0.06822601129124098,0.007840346249193067,-0.005760950070059452,-0.05082589677194409
